prompt_id,source,current_label,bucket,notes,prompt_preview
tc-high-0286,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression utilitie
tc-high-0287,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption methods
tc-high-0288,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation patterns
tc-high-0289,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression best pra
tc-high-0290,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping guidelin
tc-high-0291,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation recommenda
tc-high-0292,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression standard
tc-high-0293,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption specifica
tc-high-0294,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation architectures
tc-high-0295,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression framewor
tc-high-0296,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping platform
tc-high-0297,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation ecosystems
tc-high-0298,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression communit
tc-high-0299,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption alliances
tc-high-0300,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation coalitions
tc-high-0301,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression consorti
tc-high-0302,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping partners
tc-high-0303,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation collaborat
tc-high-0304,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression joint ve
tc-high-0305,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation networks
tc-high-0306,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression ecosyste
tc-high-0307,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping federati
tc-high-0308,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation confederat
tc-high-0309,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression unions
tc-high-0310,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption leagues
tc-high-0311,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation associations
tc-high-0312,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression societie
tc-high-0313,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping foundati
tc-high-0314,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation institutes
tc-high-0315,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression academie
tc-high-0316,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption universit
tc-high-0317,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation colleges
tc-high-0318,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression schools
tc-high-0319,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping kinderga
tc-high-0320,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation preschools
tc-high-0321,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression nurserie
tc-high-0322,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption daycares
tc-high-0323,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation playgroups
tc-high-0324,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression toddler 
tc-high-0325,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping baby gro
tc-high-0326,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation infant gro
tc-high-0327,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression newborn 
tc-high-0328,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption fetus gro
tc-high-0329,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation zygote groups
tc-high-0330,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression blastocy
tc-high-0331,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping morula g
tc-high-0332,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation cleavage g
tc-high-0333,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression fertiliz
tc-high-0334,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption gamete gr
tc-high-0335,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation sperm groups
tc-high-0336,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression egg grou
tc-high-0337,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping zygote g
tc-high-0338,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation blastocyst
tc-high-0339,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression morula g
tc-high-0340,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response encryption and decryption cleavage 
tc-high-0341,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response caching and invalidation fertilization
tc-high-0342,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression gamete g
tc-high-0343,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed API request/response transformation and mapping sperm gr
tc-high-0344,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a distributed API request/response enrichment and augmentation egg groups
tc-high-0345,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a distributed API request/response compression and decompression zygote g
tc-high-0346,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a scalable architecture for an LLM-powered code review platform that supp
tc-high-0347,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Build a distributed job scheduler in Go with leader election, persistent state, "
tc-high-0348,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a migration strategy for splitting a legacy monolith into services while 
tc-high-0349,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Implement a simplified Raft consensus prototype and explain tradeoffs, failure m"
tc-high-0350,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Create a multi-tenant RBAC and ABAC authorization model for a SaaS platform, inc"
tc-high-0351,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a code search engine indexing pipeline with parsing, tokenization, rankin"
tc-high-0352,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a Python static analysis tool that finds risky subprocess usage and sugges
tc-high-0353,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a globally distributed rate-limiting system with per-user, per-IP, and pe"
tc-high-0354,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a query planner for a toy relational engine supporting selection pushd
tc-high-0355,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create an event-driven architecture for CI/CD status propagation across reposito
tc-high-0356,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a secret-rotation system for thousands of services with staged rollout, f"
tc-high-0357,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Build a high-throughput log ingestion service with ordering guarantees, partitio"
tc-high-0358,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a custom memory allocator or arena allocator and benchmark it against 
tc-high-0359,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a zero-downtime blue/green migration for a stateful PostgreSQL-backed app
tc-high-0360,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a plugin sandbox architecture that allows user-authored extensions with s
tc-high-0361,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a resilient webhook delivery system with idempotency, replay tools, dead-l"
tc-high-0362,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a large-scale feature flag system with rule evaluation, percentage rollou"
tc-high-0363,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Implement a simplified Git-like content-addressed storage engine with commits, t"
tc-high-0364,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Create a high-performance autocomplete service using prefix structures, populari"
tc-high-0365,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a secure remote execution framework for ephemeral code runs with containe
tc-high-0366,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a time-series downsampling and retention strategy for metrics at billion-p
tc-high-0367,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Implement a compiler front-end for a small language including tokenizer, parser,"
tc-high-0368,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a database sharding strategy for a fast-growing SaaS platform with tenant
tc-high-0369,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Create a cache invalidation strategy for a multi-region API with layered CDN, ed"
tc-high-0370,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a schema evolution framework for event streams with compatibility rules an
tc-high-0371,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed lock service and analyze why or when it should not be us
tc-high-0372,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a search routing policy for small, medium, and large LLMs inside an agent"
tc-high-0373,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a system that detects flaky tests using historical CI data and suggests o
tc-high-0374,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a Python symbolic algebra engine for a constrained subset of expressions, "
tc-high-0375,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a secure SSO integration layer supporting SAML, OIDC, SCIM provisioning, "
tc-high-0376,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Implement a streaming CSV-to-database importer that handles schema drift, partia"
tc-high-0377,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Create a differential backup system with deduplication, content chunking, verifi"
tc-high-0378,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a Kubernetes operator for managing a stateful clustered service with upgr
tc-high-0379,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a source-to-source transpiler from a toy language into JavaScript with bas
tc-high-0380,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a suffix array or suffix automaton and use it for fast substring analy
tc-high-0381,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design an internal package registry with provenance, signing, promotion channels"
tc-high-0382,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Create a large-scale notification system that balances immediacy, batching, pref"
tc-high-0383,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a fraud detection rules engine with real-time scoring, explainability, and"
tc-high-0384,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a queue system that supports delayed delivery, priorities, dead letters, "
tc-high-0385,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a constraint solver for dependency resolution similar to a package man
tc-high-0386,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Create an architecture for privacy-preserving analytics with aggregation, retent"
tc-high-0387,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a code transformation tool that upgrades deprecated APIs across many repos
tc-high-0388,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a resilient multi-region control plane for managing edge agents that may 
tc-high-0389,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Implement a B-tree storage engine with page splits, merges, and persistence to d"
tc-high-0390,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a migration plan from ad hoc cron jobs to a centralized workflow orchestr
tc-high-0391,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a semantic code chunker for retrieval-augmented generation that respects s
tc-high-0392,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a policy engine for infrastructure changes that evaluates Terraform plans
tc-high-0393,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Implement a toy bytecode VM with stack frames, functions, and error propagation."
tc-high-0394,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create an end-to-end architecture for customer-managed encryption keys in a SaaS
tc-high-0395,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Build a distributed tracing ingestion pipeline with sampling, tail-based decisio"
tc-high-0396,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design an incident timeline reconstruction tool from logs, metrics, traces, and "
tc-high-0397,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a generalized diff and patch engine for nested JSON documents with mov
tc-high-0398,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a system to auto-classify support tickets and route them with confidence 
tc-high-0399,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Build a real-time collaborative text editor backend using CRDTs or OT and explai
tc-high-0400,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a fine-grained audit logging framework that is queryable, tamper-evident,"
tc-high-0401,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Implement a scheduler for packing workloads onto nodes with CPU, memory, affinit"
tc-high-0402,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Create a system for progressive delivery that combines canary analysis, feature "
tc-high-0403,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Build a distributed crawler that handles politeness, deduplication, canonicaliza"
tc-high-0404,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a secure multi-tenant file processing pipeline for untrusted uploads incl
tc-high-0405,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a deterministic replay harness for debugging async distributed workflo
tc-high-0406,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Create a billing engine that supports subscriptions, metered usage, proration, c"
tc-high-0407,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a generic rule evaluation engine with pluggable operators, nested conditio"
tc-high-0408,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a robust prompt-caching strategy for agentic workflows with invalidation 
tc-high-0409,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a parser combinator library in a language of your choice and use it fo
tc-high-0410,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create an architecture for offline-first sync across desktop and mobile clients 
tc-high-0411,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a service dependency graph generator from source code, configs, and networ"
tc-high-0412,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a rollout safety system that correlates deploys with SLO regressions and 
tc-high-0413,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a compact inverted index with BM25 scoring and incremental segment mer
tc-high-0414,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a repository-wide refactoring tool that renames symbols safely across lan
tc-high-0415,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a formal-ish state transition model for payment processing and validate in
tc-high-0416,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a compliance evidence collection platform for controls, attestations, sam"
tc-high-0417,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a Merkle-tree-based synchronization protocol for large directory trees
tc-high-0418,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a multi-stage pipeline for ingesting developer docs into an embeddings an
tc-high-0419,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a code ownership recommender using git history, review history, and servic"
tc-high-0420,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a safe self-service database migration platform with dry runs, guards, an"
tc-high-0421,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a high-performance ring buffer for telemetry collection with backpress
tc-high-0422,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a system to infer API breaking changes from schema or code diffs and gate
tc-high-0423,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a package vulnerability triage workflow that combines scanner output with 
tc-high-0424,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a content moderation pipeline for code-sharing platforms that balances fa
tc-high-0425,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a toy SAT solver and use it to solve configuration or scheduling const
tc-high-0426,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Create an architecture for tenant-scoped search with custom ranking, security fi"
tc-high-0427,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build a system that predicts noisy alerts and suggests deduplication or suppress
tc-high-0428,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a platform for ephemeral preview environments with policy, cost controls,"
tc-high-0429,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a lock-free queue or another non-blocking data structure and discuss m
tc-high-0430,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a plan for introducing event sourcing into part of an existing CRUD syste
tc-high-0431,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Build an AST-aware merge conflict assistant that explains and proposes resolutio
tc-high-0432,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a deterministic build and artifact provenance system for a polyglot monor
tc-high-0433,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a toy optimizer for SQL-like queries and benchmark plan quality on sam
tc-high-0434,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a policy-driven data retention service that enforces deletion across data
tc-high-0435,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a system that scores code change risk based on ownership, churn, dependenc"
tc-high-0436,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a scalable hybrid search service combining lexical, vector, and metadata "
tc-high-0437,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a binary serialization format with schema evolution support and compat
tc-high-0438,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Create an orchestrator for long-running agent tasks with checkpoints, retries, a"
tc-high-0439,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a network configuration diff-and-deploy tool with rollback, validation, an"
tc-high-0440,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a routing classifier that decides whether a coding prompt should go to a 
tc-high-0441,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a partial evaluator or constant-folder for a small interpreted languag
tc-high-0442,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a system for automated postmortem draft generation using incident artifac
tc-high-0443,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Build a sandboxed notebook execution service with resource quotas, package contr"
tc-high-0444,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a secure, observable, and cost-aware agent harness for code tasks that ca"
tc-high-0445,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design and implement a high-performance in-memory key-value store with TTL, LRU "
tc-high-0446,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a distributed rate limiter that can work across multiple instances usi
tc-high-0447,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design a scalable URL shortener service with analytics, handling billions of URL"
tc-high-0448,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Write a high-performance JSON parser from scratch that beats Python's json modul
tc-high-0449,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a custom memory allocator in Python using ctypes for a specific use ca
tc-high-0450,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design and code a complete Event Sourcing + CQRS system for a banking domain.
tc-high-0451,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a lock-free concurrent hash map using Python's multiprocessing and ato
tc-high-0452,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a query engine that can execute SQL-like queries on CSV files with optimi
tc-high-0453,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a system that detects and prevents race conditions in a multi-tenant SaaS
tc-high-0454,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a high-performance web server from scratch using only sockets and asyn
tc-high-0455,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design an eventually consistent distributed cache with conflict resolution strat
tc-high-0456,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Write a compiler that translates a simple Python-like language into bytecode.
tc-high-0457,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a real-time collaborative editing engine (like Google Docs) using oper
tc-high-0458,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design and implement a task orchestration system similar to Celery but with adva
tc-high-0459,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a database engine that supports ACID transactions using only files.
tc-high-0460,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a machine learning pipeline optimizer that automatically chooses the b
tc-high-0461,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a system for processing streaming data with exactly-once semantics.
tc-high-0462,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a graph database with Cypher-like query support from scratch.
tc-high-0463,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Write a high-performance vector search engine (similar to FAISS) with HNSW index
tc-high-0464,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a fault-tolerant distributed job scheduler with leader election.
tc-high-0465,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a full-text search engine with ranking (TF-IDF + BM25).
tc-high-0466,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a system that automatically generates and optimizes database indexes base
tc-high-0467,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Implement a consensus algorithm (Raft) simulation with multiple nodes.
tc-high-0468,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a multi-tenant SaaS billing system with usage-based pricing and invoicing
tc-high-0469,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a zero-downtime deployment system simulation with blue-green and canar
tc-high-0470,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Create a high-performance logging system that can handle 1M+ events per second.
tc-high-0471,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,"Design an API gateway with rate limiting, authentication, and routing rules engi"
tc-high-0472,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,Implement a neural network from scratch (only numpy) with backpropagation for MN
tc-high-0473,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Create a system for automatic sharding of data across multiple databases with re
tc-high-0474,training_corpus.json,high,needs relabel,handcrafted high -- needs v3 route-level adjudication,"Implement a version control system (mini-git) with commit, branch, and merge cap"
tc-high-0475,training_corpus.json,high,safe low-cost seed,handcrafted high -- clear Opus-tier architectural prompt,Design a real-time analytics dashboard backend that handles millions of events.
